ID,Cluster,Age_Grp,Gender,ADC,Reg_Flv,Reg_Len,Reg_PrcComb,Reg_Barrel,Reg_Tar,HH_Inc,Mon_Allowance,Org_1,Org_2,Org_4,Org_8,Org_12,Org_13,Org_14,Org_15,Org_16,Org_19,Org_20,Org_22,Org_23,Org_24,Org_29,Org_32,Org_34,Org_37,Org_38,Org_39,Org_40,Org_44,Org_45,Org_48,Org_50,Org_51,Org_52,Org_55,Org_56,Org_58,Org_59,Org_60
2,Clus 2,G 7,G 2,20,G 2,G 2,G 2,G 1,G 4,G 4,G 3,1,-1,0,-1,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,-1,-1,1,0,1,1,-1,-1,0,1,1,-1,-1,-1
3,Clus 1,G 10,G 2,20,G 1,G 1,G 2,G 1,G 1,G 3,G 2,0,0,0,1,-1,-1,1,1,0,0,0,0,0,-1,0,-1,0,-1,-1,0,0,0,1,1,0,0,0,1,-1,1,1,-1
4,Clus 1,G 9,G 2,20,G 1,G 1,G 1,G 1,G 3,G 11,G 3,0,-1,0,1,-1,0,0,0,1,1,-1,-1,0,1,1,0,0,0,-1,-1,0,0,0,0,1,1,0,0,1,-1,1,-1
5,Clus 4,G 10,G 2,20,G 2,G 2,G 2,G 1,G 1,G 8,G 3,-1,0,0,-1,0,0,0,1,0,1,-1,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,-1,-1,1,1,1,1,-1,-1
7,Clus 4,G 7,G 2,30,G 2,G 1,G 1,G 1,G 2,G 3,G 3,-1,-1,-1,0,0,0,-1,0,1,1,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,-1,-1,1,1,1,1,0,-1
11,Clus 1,G 8,G 1,30,G 2,G 2,G 2,G 1,G 2,G 11,G 5,0,1,0,1,0,1,0,0,-1,0,0,0,0,1,0,0,0,-1,0,-1,0,1,1,0,-1,0,1,0,0,0,-1,0
12,Clus 4,G 8,G 2,10,G 2,G 1,G 2,G 1,G 1,G 2,G 3,-1,-1,-1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,1,1,-1,-1,-1,1,1,0,1,0,-1
15,Clus 3,G 6,G 2,20,G 1,G 1,G 2,G 1,G 3,G 5,G 5,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,-1,1,0,1,1,-1,1,1,1,0,0
16,Clus 4,G 6,G 2,7,G 2,G 2,G 2,G 1,G 3,G 9,G 4,0,-1,-1,1,0,0,-1,0,0,0,-1,0,0,0,1,0,-1,0,-1,0,-1,-1,1,1,-1,-1,0,1,1,1,0,-1
17,Clus 1,G 8,G 2,30,G 1,G 1,G 3,G 1,G 2,G 6,G 5,-1,0,-1,0,0,0,-1,1,1,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,1,0,1,1,1,-1
19,Clus 1,G 10,G 2,15,G 2,G 2,G 2,G 1,G 1,G 3,G 2,-1,-1,-1,0,-1,0,0,1,0,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,1,0,1,1,1,1,0,0,1,-1
20,Clus 4,G 9,G 2,40,G 2,G 1,G 2,G 1,G 1,G 10,G 15,-1,-1,-1,0,-1,0,0,1,1,0,-1,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,1,0,0,1,0,-1
21,Clus 3,G 7,G 1,15,G 1,G 1,G 1,G 1,G 3,G 1,G 3,-1,-1,-1,0,-1,0,0,0,0,1,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,1,1,1,1,0,1,-1
22,Clus 1,G 6,G 1,10,G 1,G 1,G 1,G 1,G 3,G 6,G 1,-1,-1,-1,1,-1,1,0,0,1,0,-1,0,0,0,0,1,1,0,-1,0,-1,0,-1,1,0,0,0,0,1,0,1,-1
23,Clus 1,G 6,G 1,10,G 1,G 2,G 1,G 2,G 2,G 9,G 6,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
24,Clus 1,G 9,G 1,20,G 1,G 1,G 1,G 1,G 2,G 7,G 6,-1,-1,0,0,0,0,-1,1,1,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,1,0,0,1,1,1,1,0
25,Clus 1,G 9,G 2,15,G 1,G 2,G 2,G 1,G 1,G 4,G 2,0,-1,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,1,-1,-1,-1,0,1,0,1,1,-1
28,Clus 5,G 9,G 1,20,G 1,G 1,G 2,G 1,G 1,G 8,G 1,0,0,0,0,0,0,-1,1,1,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,1,-1,1,-1,1,1,1,1,0,-1
29,Clus 3,G 10,G 2,10,G 1,G 2,G 1,G 2,G 1,G 2,G 2,1,1,0,0,0,0,1,1,-1,1,0,0,-1,-1,0,-1,0,0,-1,0,-1,0,0,-1,0,0,-1,1,1,1,1,-1
30,Clus 2,G 5,G 1,15,G 2,G 1,G 2,G 1,G 4,G 8,G 2,1,-1,1,1,-1,1,0,0,0,1,0,-1,-1,0,-1,0,-1,0,0,-1,0,-1,0,0,0,0,1,1,1,0,0,1
31,Clus 2,G 5,G 2,25,G 1,G 2,G 1,G 1,G 3,G 6,G 3,1,-1,0,0,0,1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,-1,0,1,-1,1,-1,0,0,0,0,1,0,1,-1
32,Clus 5,G 10,G 2,20,G 2,G 1,G 2,G 1,G 1,G 5,G 3,1,-1,-1,0,-1,-1,0,0,1,1,-1,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,-1,0,1,1,0,0,-1
33,Clus 4,G 8,G 2,20,G 2,G 1,G 2,G 1,G 2,G 10,G 7,-1,-1,-1,1,0,-1,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,1,1,0,-1,-1,0,1,1,1,0,-1
34,Clus 5,G 6,G 2,20,G 1,G 1,G 1,G 1,G 3,G 5,G 5,0,0,-1,1,0,-1,0,1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,1,-1,1,1,1,1,-1
35,Clus 1,G 3,G 1,5,G 2,G 2,G 2,G 1,G 4,G 2,G 4,0,1,0,1,-1,1,0,0,1,0,0,0,-1,-1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,-1,0,-1
37,Clus 3,G 9,G 1,15,G 2,G 2,G 2,G 1,G 1,G 10,G 4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,1,0,0,0,0,1,1,1,0,0
38,Clus 5,G 10,G 2,15,G 1,G 1,G 1,G 1,G 3,G 2,G 3,-1,0,-1,0,0,0,-1,0,0,-1,0,0,-1,1,0,-1,1,0,-1,-1,1,0,0,0,0,0,0,0,1,0,0,-1
39,Clus 5,G 7,G 2,20,G 1,G 2,G 1,G 2,G 2,G 2,G 10,0,0,-1,0,0,0,1,0,0,0,-1,-1,0,0,0,-1,0,-1,-1,-1,1,0,1,-1,0,0,0,1,1,1,0,-1
41,Clus 4,G 10,G 2,20,G 2,G 1,G 2,G 3,G 2,G 6,G 3,0,0,-1,1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,-1,-1,0,0,1,0,-1,-1,1,0,0,0,-1,-1
42,Clus 1,G 8,G 2,15,G 2,G 1,G 2,G 3,G 2,G 3,G 2,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,-1,1,0,-1,-1,1,1,1,-1,0
43,Clus 2,G 7,G 2,15,G 2,G 1,G 2,G 1,G 3,G 3,G 10,0,0,0,1,0,0,-1,0,0,-1,0,-1,0,1,0,-1,0,1,-1,-1,1,0,1,0,0,0,0,0,0,0,-1,-1
44,Clus 5,G 7,G 2,8,G 1,G 2,G 2,G 1,G 1,G 8,G 2,1,0,-1,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,-1,-1,1,0,1,0,0,0,1,0,1,1,1,-1
45,Clus 4,G 10,G 2,4,G 2,G 1,G 2,G 1,G 1,G 2,G 4,-1,-1,-1,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,-1,-1,0,1,0,1,0,-1,-1,0,0,1,1,-1,0
46,Clus 3,G 6,G 1,15,G 1,G 1,G 1,G 1,G 2,G 4,G 2,0,0,0,1,0,0,-1,0,0,1,0,1,-1,-1,0,0,0,-1,0,0,0,0,1,-1,1,0,1,1,1,1,1,0
47,Clus 2,G 7,G 2,6,G 2,G 1,G 1,G 1,G 3,G 4,G 2,0,-1,-1,-1,-1,-1,1,-1,1,0,-1,0,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,-1
49,Clus 1,G 8,G 2,5,G 1,G 1,G 1,G 1,G 3,G 9,G 15,0,-1,0,1,0,-1,0,-1,0,-1,0,0,0,-1,1,-1,0,1,-1,0,0,0,1,0,0,0,0,-1,0,-1,1,0
50,Clus 1,G 7,G 2,15,G 2,G 2,G 2,G 1,G 1,G 9,G 6,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,-1,0,-1,-1,1,-1,0,0,0,1,0,0,1,0,1,0,1,1,-1
53,Clus 4,G 10,G 2,12,G 2,G 2,G 2,G 1,G 1,G 6,G 6,0,-1,-1,0,1,0,0,1,1,0,0,0,1,0,0,-1,0,0,-1,0,0,0,1,0,0,-1,1,1,0,1,-1,0
54,Clus 3,G 6,G 1,5,G 1,G 2,G 1,G 2,G 1,G 3,G 3,0,1,-1,0,0,1,-1,1,-1,0,-1,0,-1,0,1,0,-1,-1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
55,Clus 3,G 8,G 1,15,G 1,G 2,G 2,G 1,G 1,G 11,G 11,0,1,-1,1,1,0,0,1,0,0,0,-1,0,0,1,0,0,-1,0,-1,-1,0,0,-1,0,0,0,1,0,-1,1,0
56,Clus 4,G 10,G 1,10,G 2,G 1,G 2,G 1,G 3,G 2,G 1,-1,-1,-1,1,1,0,0,1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,1,1,-1,0
57,Clus 3,G 7,G 1,12,G 2,G 2,G 2,G 1,G 1,G 9,G 4,1,-1,-1,1,0,0,-1,1,0,0,-1,0,-1,1,0,-1,0,0,0,-1,1,-1,0,0,-1,-1,0,0,1,1,0,1
58,Clus 1,G 10,G 2,20,G 1,G 1,G 1,G 1,G 3,G 9,G 4,-1,0,-1,0,0,0,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,1,1,1,1,1,1,-1
59,Clus 1,G 6,G 2,30,G 1,G 2,G 1,G 1,G 3,G 3,G 4,0,-1,-1,0,0,0,-1,0,1,0,-1,0,-1,0,1,0,0,0,-1,-1,0,0,1,0,0,0,0,0,1,1,1,-1
60,Clus 5,G 10,G 2,25,G 2,G 2,G 2,G 1,G 1,G 9,G 4,0,-1,0,1,0,0,0,1,0,0,0,0,-1,0,1,-1,0,-1,-1,-1,0,0,1,1,0,0,1,1,0,1,0,-1
63,Clus 4,G 9,G 2,15,G 2,G 1,G 1,G 1,G 4,G 8,G 5,0,0,-1,-1,0,-1,-1,-1,1,0,-1,0,-1,1,0,0,0,0,-1,0,1,0,1,1,0,0,1,1,1,0,0,-1
64,Clus 5,G 9,G 2,10,G 2,G 1,G 2,G 1,G 1,G 4,G 3,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,0,0,0,0,-1,0,0,0,1,0,-1,0,1,1,1,1,0,-1
65,Clus 3,G 9,G 2,15,G 1,G 2,G 2,G 1,G 1,G 4,G 2,0,0,-1,0,0,0,-1,0,1,0,-1,0,0,0,0,-1,-1,-1,0,-1,1,-1,1,0,0,1,1,1,1,1,1,0
66,Clus 3,G 7,G 1,7,G 1,G 1,G 1,G 1,G 3,G 8,G 5,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,-1,0,-1,-1,0,1,0,0,0,0,1,1,1,1,-1
67,Clus 4,G 5,G 1,10,G 2,G 1,G 1,G 1,G 4,G 3,G 3,0,-1,-1,1,0,0,1,0,1,0,0,0,-1,0,0,0,0,-1,-1,-1,0,-1,1,0,-1,-1,0,1,1,1,0,-1
69,Clus 5,G 9,G 2,24,G 2,G 1,G 2,G 1,G 2,G 2,G 4,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,1,0,0,0,1,0,1,0,1,0
70,Clus 2,G 4,G 2,3,G 2,G 2,G 1,G 1,G 2,G 1,G 2,0,0,-1,-1,0,0,0,1,1,1,-1,0,0,0,0,-1,1,0,-1,-1,0,1,0,0,0,-1,1,0,1,1,-1,-1
71,Clus 1,G 7,G 2,18,G 1,G 2,G 2,G 1,G 1,G 6,G 5,1,-1,-1,1,0,0,0,0,1,-1,0,1,0,0,1,-1,-1,0,-1,0,0,1,1,0,0,0,1,0,1,1,1,-1
72,Clus 2,G 7,G 2,20,G 1,G 1,G 1,G 1,G 4,G 8,G 6,-1,-1,-1,0,0,0,1,-1,0,0,-1,0,1,1,0,-1,1,1,-1,0,-1,0,1,0,-1,0,1,0,1,0,1,-1
73,Clus 5,G 7,G 2,20,G 1,G 2,G 1,G 2,G 1,G 6,G 5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,-1,0,0,-1,-1,-1,1,0,0,0,1,1,0,1,1,1,-1
74,Clus 2,G 8,G 2,15,G 2,G 1,G 1,G 1,G 4,G 2,G 4,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,0,0,1,1,0,0,0,-1,0,0,0,1,0,0,0,1,0,1,0,-1,-1
75,Clus 1,G 6,G 2,2,G 1,G 1,G 1,G 3,G 3,G 5,G 17,-1,0,0,1,-1,0,0,1,0,0,1,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0
76,Clus 2,G 8,G 2,30,G 2,G 1,G 2,G 1,G 4,G 5,G 5,0,0,0,0,-1,1,0,0,1,1,-1,1,-1,0,0,1,0,0,-1,0,0,0,1,-1,-1,0,0,0,1,0,0,-1
77,Clus 1,G 9,G 2,30,G 1,G 1,G 3,G 1,G 3,G 6,G 4,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,1,-1,0,0,0,0,0,0,1,-1
78,Clus 2,G 8,G 2,20,G 2,G 2,G 2,G 1,G 4,G 4,G 4,0,0,0,1,0,1,0,0,1,0,-1,-1,0,0,0,0,0,1,-1,0,-1,0,1,0,-1,0,0,-1,0,0,0,-1
80,Clus 2,G 9,G 2,20,G 2,G 2,G 2,G 1,G 4,G 11,G 11,0,0,0,0,-1,1,1,0,1,1,0,0,-1,0,0,1,0,1,-1,0,0,0,1,0,-1,-1,0,-1,1,0,-1,-1
83,Clus 5,G 10,G 2,25,G 2,G 2,G 2,G 1,G 1,G 5,G 7,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,0,1,0,-1
84,Clus 1,G 9,G 2,19,G 1,G 1,G 2,G 1,G 3,G 2,G 2,0,-1,0,0,-1,0,0,0,1,1,0,-1,0,0,-1,1,0,0,-1,-1,0,-1,0,1,0,0,0,-1,0,1,1,-1
85,Clus 3,G 7,G 1,1,G 1,G 2,G 1,G 2,G 1,G 2,G 1,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,1,0,1,0,1,1,0
86,Clus 3,G 10,G 2,20,G 2,G 1,G 2,G 1,G 2,G 9,G 6,-1,-1,0,0,0,1,0,1,1,-1,-1,0,-1,0,0,1,0,0,-1,-1,0,1,1,0,-1,-1,1,1,0,1,0,-1
87,Clus 4,G 5,G 2,10,G 2,G 1,G 2,G 1,G 3,G 5,G 2,0,-1,-1,0,0,0,0,-1,1,-1,-1,0,-1,0,0,1,0,0,0,-1,0,0,1,1,-1,-1,1,1,1,1,0,-1
88,Clus 1,G 8,G 2,30,G 2,G 2,G 2,G 1,G 1,G 6,G 3,0,0,-1,0,-1,0,0,-1,1,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,1,0,-1,0,0,1,0,1,0,0
89,Clus 5,G 9,G 2,10,G 2,G 2,G 2,G 1,G 1,G 6,G 4,0,-1,0,0,0,0,0,1,1,1,0,-1,-1,0,1,-1,-1,0,-1,0,1,0,1,0,-1,-1,0,1,0,1,0,-1
91,Clus 1,G 9,G 2,15,G 1,G 2,G 2,G 1,G 1,G 8,G 2,1,-1,-1,-1,-1,1,0,1,1,-1,-1,0,0,-1,0,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,1,1,1,0
94,Clus 5,G 9,G 2,30,G 1,G 1,G 2,G 1,G 1,G 6,G 6,-1,-1,-1,0,0,0,0,0,1,-1,-1,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,-1
95,Clus 2,G 3,G 2,1,G 1,G 1,G 1,G 1,G 3,G 5,G 1,0,0,0,0,0,1,0,0,1,0,0,-1,-1,-1,-1,0,1,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,-1
96,Clus 1,G 8,G 2,10,G 2,G 1,G 1,G 1,G 2,G 10,G 6,-1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,-1,1,0,0,0,0,1,1,-1,0,0,1,1,0,0,0
97,Clus 2,G 7,G 2,20,G 2,G 2,G 1,G 1,G 2,G 6,G 3,0,-1,-1,1,0,0,0,0,1,1,-1,0,0,1,0,-1,1,1,0,0,-1,-1,1,1,0,0,0,0,1,1,0,-1
98,Clus 5,G 7,G 2,15,G 1,G 1,G 2,G 3,G 2,G 6,G 3,0,0,-1,0,-1,0,-1,1,1,0,0,-1,0,0,0,0,0,-1,-1,-1,0,0,1,-1,0,0,1,1,1,1,1,-1
99,Clus 3,G 10,G 1,20,G 1,G 2,G 1,G 2,G 1,G 4,G 5,0,0,0,1,0,0,-1,1,-1,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,1,1,0,0,1,0
100,Clus 3,G 7,G 2,10,G 1,G 1,G 2,G 3,G 1,G 3,G 2,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,1,0,-1,0,-1,1,1,1,1,0
101,Clus 3,G 5,G 1,20,G 2,G 2,G 2,G 1,G 1,G 4,G 4,1,-1,-1,1,0,0,1,1,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,0,1,-1,0,0,0,1,1,1,0,0
102,Clus 3,G 9,G 2,15,G 1,G 2,G 1,G 2,G 1,G 10,G 4,0,0,-1,1,0,0,0,1,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,1,0,1,1,-1
103,Clus 2,G 10,G 2,20,G 2,G 2,G 2,G 1,G 3,G 8,G 7,0,-1,-1,0,0,0,0,1,0,1,0,-1,1,0,0,0,1,-1,-1,0,-1,0,1,0,-1,0,1,1,1,1,0,-1
104,Clus 1,G 8,G 2,5,G 2,G 1,G 2,G 1,G 2,G 11,G 5,0,0,0,1,-1,0,0,1,1,1,0,0,0,0,0,0,-1,-1,0,0,-1,0,1,0,0,0,0,1,1,1,0,-1
105,Clus 4,G 9,G 2,20,G 2,G 1,G 1,G 1,G 4,G 4,G 2,1,-1,-1,1,0,0,0,0,1,1,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,1,0,0,1,1,1,1,0,-1
106,Clus 5,G 9,G 2,15,G 1,G 1,G 2,G 1,G 1,G 8,G 6,0,-1,-1,1,-1,0,-1,1,1,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,1,1,1,1,-1
108,Clus 4,G 9,G 1,7,G 2,G 2,G 2,G 1,G 1,G 11,G 3,0,-1,-1,0,0,0,-1,1,-1,1,0,0,0,1,0,0,0,-1,-1,0,1,0,0,0,0,0,0,1,-1,1,1,-1
109,Clus 4,G 10,G 2,15,G 2,G 2,G 2,G 1,G 1,G 6,G 6,-1,-1,-1,0,-1,0,0,1,-1,0,-1,0,0,1,0,-1,0,-1,0,0,1,-1,0,0,0,0,1,1,1,1,1,-1
110,Clus 5,G 7,G 2,10,G 2,G 1,G 2,G 1,G 3,G 4,G 3,0,-1,0,1,-1,0,0,0,0,1,-1,-1,0,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,1,0,1,1,0,-1
111,Clus 5,G 5,G 2,10,G 1,G 1,G 1,G 1,G 4,G 4,G 2,-1,-1,-1,0,-1,0,0,0,1,1,0,0,1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,-1,1,0,1,0
112,Clus 3,G 7,G 1,20,G 1,G 2,G 2,G 1,G 1,G 8,G 3,0,0,0,0,-1,0,0,0,1,1,-1,0,0,-1,0,0,-1,-1,0,-1,0,0,1,0,1,1,0,0,0,1,1,0
114,Clus 1,G 9,G 2,20,G 2,G 2,G 2,G 1,G 1,G 3,G 4,-1,0,-1,1,0,-1,0,0,0,0,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,1,0,0
115,Clus 3,G 9,G 1,12,G 2,G 1,G 2,G 1,G 1,G 1,G 2,0,0,-1,0,0,0,-1,1,0,1,-1,0,-1,0,0,0,0,0,0,1,0,0,0,-1,-1,0,1,0,0,1,0,0
117,Clus 4,G 10,G 2,20,G 2,G 2,G 2,G 1,G 4,G 3,G 5,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,-1,1,1,-1,-1,-1,1,0,0,1,-1,-1
118,Clus 4,G 7,G 2,3,G 2,G 1,G 2,G 1,G 2,G 9,G 15,0,0,-1,1,-1,0,-1,0,0,-1,-1,0,0,1,0,-1,0,0,-1,0,1,0,1,-1,-1,1,1,0,1,0,1,-1
119,Clus 4,G 6,G 2,40,G 2,G 1,G 2,G 1,G 3,G 1,G 6,-1,0,-1,1,-1,0,0,0,0,-1,0,-1,-1,1,0,0,1,0,0,0,0,0,1,0,0,-1,0,1,1,1,0,-1
120,Clus 1,G 7,G 2,8,G 2,G 2,G 2,G 1,G 1,G 12,G 10,0,-1,-1,0,-1,0,1,1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,1,0,0,1,1,1,-1
121,Clus 1,G 9,G 1,4,G 1,G 2,G 1,G 3,G 1,G 3,G 3,-1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,1,-1,0,-1,1,1,0,1,1,0
122,Clus 1,G 7,G 2,30,G 1,G 1,G 1,G 1,G 3,G 7,G 5,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,0,0,0,1,0,0,-1,0,0,0,1,0,1,1,0,-1,1,1,1,-1
124,Clus 3,G 9,G 1,6,G 1,G 2,G 1,G 2,G 1,G 4,G 2,0,1,0,0,-1,1,0,1,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,0,1,-1,1,1,1,1,0,0,1,-1
125,Clus 2,G 8,G 2,20,G 2,G 2,G 2,G 1,G 4,G 8,G 5,0,-1,0,0,1,0,-1,-1,1,0,0,0,0,1,0,-1,0,1,-1,0,1,0,1,0,-1,0,0,0,1,0,0,-1
126,Clus 1,G 9,G 2,6,G 2,G 2,G 2,G 1,G 4,G 8,G 11,1,0,-1,1,0,1,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,1
127,Clus 5,G 10,G 2,20,G 1,G 1,G 1,G 1,G 3,G 9,G 2,-1,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,1,-1,0,-1,0,1,0,0,0,0,0,1,1,1,1,-1
129,Clus 4,G 9,G 2,15,G 2,G 2,G 2,G 1,G 2,G 7,G 3,0,-1,0,1,0,0,-1,1,0,0,-1,-1,0,1,1,-1,-1,0,-1,1,1,0,0,0,0,0,1,0,0,1,0,-1
130,Clus 4,G 9,G 2,20,G 2,G 1,G 2,G 1,G 1,G 8,G 4,0,0,0,1,0,0,-1,1,0,0,-1,0,0,1,0,-1,0,0,-1,0,1,0,0,0,-1,-1,0,1,1,1,0,-1
131,Clus 5,G 7,G 2,10,G 2,G 2,G 2,G 1,G 1,G 11,G 6,0,0,0,0,0,0,-1,0,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,1,0,0,1,1,1,1,0,-1
135,Clus 1,G 6,G 2,6,G 2,G 2,G 2,G 1,G 1,G 4,G 2,1,-1,0,1,0,0,0,0,-1,1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,1,1,1,1,1,0,0
136,Clus 5,G 6,G 2,20,G 1,G 1,G 1,G 1,G 1,G 4,G 11,-1,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,-1,0,-1,-1,0,0,1,0,-1,0,0,1,1,1,1,1,-1
137,Clus 1,G 9,G 2,5,G 2,G 1,G 1,G 1,G 4,G 8,G 6,0,0,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0
138,Clus 4,G 6,G 2,20,G 2,G 1,G 2,G 1,G 1,G 6,G 5,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,1,-1,-1,0,0,0,-1,1,0,1,0,0,0,0,0,1,0,0,-1
139,Clus 4,G 9,G 2,15,G 2,G 1,G 2,G 3,G 1,G 6,G 2,-1,1,-1,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,0,0,-1,-1,1,1,0,1,-1,0
141,Clus 2,G 8,G 2,15,G 2,G 1,G 1,G 1,G 4,G 4,G 2,-1,-1,0,1,0,0,0,0,1,0,-1,0,0,1,0,-1,0,1,-1,0,0,1,0,0,0,0,0,-1,0,0,0,-1
142,Clus 5,G 7,G 2,12,G 1,G 1,G 1,G 1,G 3,G 4,G 5,-1,-1,-1,0,-1,0,-1,0,0,1,0,-1,-1,0,0,-1,0,-1,-1,0,0,1,1,0,0,0,1,1,1,1,1,0
143,Clus 2,G 6,G 1,10,G 1,G 1,G 1,G 1,G 2,G 2,G 6,-1,-1,0,1,-1,1,0,0,1,-1,-1,0,-1,0,0,0,1,-1,0,0,1,0,0,0,-1,-1,0,1,1,0,1,-1
144,Clus 3,G 7,G 2,5,G 1,G 2,G 1,G 2,G 1,G 3,G 1,1,1,0,0,0,1,0,0,0,1,-1,0,0,0,-1,0,1,-1,-1,-1,0,0,0,0,-1,0,1,1,1,1,1,0
145,Clus 2,G 7,G 2,15,G 2,G 1,G 1,G 1,G 4,G 6,G 3,0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,1,-1,-1,1,0,0,0,-1,-1,0,0,1,1,-1,-1
148,Clus 5,G 9,G 2,10,G 1,G 1,G 2,G 1,G 3,G 11,G 3,0,0,-1,1,0,0,0,0,0,0,-1,0,0,1,0,-1,-1,0,0,0,-1,0,1,0,0,0,0,1,1,1,0,0
149,Clus 4,G 8,G 1,15,G 2,G 1,G 2,G 1,G 3,G 1,G 3,0,-1,-1,1,0,0,-1,0,0,1,-1,0,0,1,1,0,0,0,0,1,-1,1,1,0,-1,-1,1,1,0,1,-1,-1
150,Clus 4,G 9,G 2,40,G 2,G 1,G 1,G 1,G 4,G 3,G 5,0,-1,-1,0,0,-1,0,-1,1,0,-1,0,0,1,-1,0,1,0,-1,1,0,0,1,1,0,-1,1,0,0,0,-1,-1
153,Clus 4,G 10,G 2,10,G 2,G 2,G 2,G 1,G 3,G 8,G 4,-1,-1,0,1,0,0,-1,1,0,1,0,0,0,-1,1,0,0,0,-1,0,1,0,0,0,-1,-1,1,1,0,1,-1,0
