ID,Cluster,Age_Grp,Gender,ADC,Reg_Flv,Reg_Len,Reg_PrcComb,Reg_Barrel,Reg_Tar,HH_Inc,Mon_Allowance,Org_1,Org_2,Org_4,Org_8,Org_12,Org_13,Org_14,Org_15,Org_16,Org_19,Org_20,Org_22,Org_23,Org_24,Org_29,Org_32,Org_34,Org_37,Org_38,Org_39,Org_40,Org_44,Org_45,Org_48,Org_50,Org_51,Org_52,Org_55,Org_56,Org_58,Org_59,Org_60
880,Clus 4,G 8,G 2,15,G 2,G 2,G 2,G 1,G 1,G 7,G 2,0,-1,0,0,0,0,-1,1,0,0,0,-1,-1,1,0,0,0,0,-1,0,0,0,1,1,-1,-1,0,1,1,1,-1,-1
882,Clus 1,G 7,G 2,6,G 1,G 1,G 1,G 1,G 2,G 9,G 6,0,-1,-1,0,0,0,-1,1,0,0,0,-1,-1,0,1,1,0,1,-1,0,1,0,0,0,-1,0,1,0,0,0,1,-1
883,Clus 3,G 9,G 2,10,G 2,G 2,G 2,G 1,G 1,G 7,G 4,0,0,0,1,0,0,-1,1,0,1,-1,-1,0,0,1,1,0,1,-1,0,-1,0,1,0,0,-1,1,1,0,1,-1,-1
887,Clus 4,G 8,G 2,15,G 2,G 3,G 3,G 1,G 4,G 1,G 2,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,1,0,-1,-1,1,1,1,1,-1,-1
889,Clus 4,G 7,G 2,30,G 2,G 1,G 2,G 1,G 3,G 2,G 3,0,-1,-1,-1,1,0,0,1,1,1,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,1,-1,-1
891,Clus 1,G 6,G 2,10,G 1,G 1,G 2,G 1,G 1,G 2,G 1,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,-1,0,0,0,1,1,1,0,-1
892,Clus 5,G 10,G 1,12,G 1,G 2,G 1,G 1,G 3,G 4,G 1,1,0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,1,0,1,-1
893,Clus 4,G 10,G 2,15,G 2,G 1,G 1,G 1,G 4,G 4,G 6,0,0,0,0,0,0,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,-1,-1,0,1,1,1,-1,-1
895,Clus 3,G 7,G 2,20,G 1,G 1,G 2,G 1,G 3,G 2,G 2,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,1,-1,0,0,0,0,1,-1,1,0,-1,-1,1,1,0,0,1,-1
896,Clus 3,G 7,G 1,10,G 2,G 1,G 2,G 1,G 1,G 1,G 1,0,0,-1,1,-1,0,-1,1,0,0,-1,-1,0,-1,1,1,0,-1,0,1,-1,0,1,-1,1,1,1,1,0,0,0,0
897,Clus 4,G 5,G 2,8,G 2,G 1,G 1,G 1,G 2,G 3,G 3,-1,-1,0,-1,0,0,-1,1,0,0,-1,0,1,1,0,0,0,1,-1,0,0,0,1,1,-1,-1,0,1,1,1,-1,0
898,Clus 3,G 10,G 1,30,G 1,G 2,G 1,G 2,G 2,G 12,G 11,0,-1,-1,1,0,0,-1,1,0,0,-1,0,0,1,1,0,0,-1,0,0,0,0,1,-1,0,0,0,1,1,1,0,0
899,Clus 5,G 5,G 2,10,G 1,G 1,G 1,G 1,G 3,G 4,G 3,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1,-1,0,-1,1,0,-1,1,-1,0,0,0,1,1,1,1,-1
900,Clus 4,G 6,G 2,20,G 2,G 1,G 1,G 1,G 4,G 2,G 8,-1,-1,-1,1,-1,0,0,-1,0,0,-1,0,0,1,0,0,0,-1,-1,1,0,0,1,0,0,0,0,0,1,0,0,-1
901,Clus 4,G 10,G 2,15,G 2,G 2,G 2,G 1,G 1,G 11,G 5,0,0,0,0,1,0,-1,1,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,1,0,0,0,1,1,1,0,0,-1
903,Clus 1,G 8,G 1,7,G 2,G 1,G 2,G 1,G 1,G 6,G 2,0,0,0,0,0,0,-1,1,-1,1,0,0,-1,0,0,1,0,-1,-1,1,0,0,0,1,-1,-1,1,1,0,0,-1,-1
904,Clus 1,G 10,G 2,30,G 1,G 1,G 2,G 1,G 2,G 7,G 3,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,1,1,0,0,1,1,1,-1
905,Clus 3,G 10,G 2,15,G 2,G 1,G 2,G 1,G 1,G 11,G 13,-1,0,-1,1,0,0,0,1,0,-1,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,-1,1,1,0,1,0,0
906,Clus 4,G 6,G 2,10,G 2,G 2,G 1,G 1,G 1,G 10,G 5,0,-1,0,1,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,-1,0,1,-1,1,0,-1,-1,1,0,1,1,-1,-1
907,Clus 1,G 7,G 2,15,G 1,G 1,G 1,G 1,G 3,G 1,G 2,-1,-1,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,-1,0,-1,-1,0,0,1,-1,-1,0,1,1,1,1,-1
909,Clus 1,G 9,G 2,30,G 1,G 1,G 1,G 3,G 1,G 5,G 8,-1,1,-1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,1,0,1,1,-1
910,Clus 1,G 5,G 2,10,G 1,G 1,G 1,G 1,G 3,G 3,G 6,-1,-1,-1,0,0,-1,-1,0,0,1,0,-1,0,0,0,0,0,-1,0,-1,0,1,1,0,0,1,0,1,1,0,1,-1
912,Clus 3,G 10,G 2,20,G 1,G 1,G 2,G 1,G 1,G 6,G 6,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,-1,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,0,0
915,Clus 1,G 6,G 1,10,G 1,G 2,G 1,G 2,G 2,G 5,G 4,0,0,-1,0,0,0,0,1,0,1,-1,-1,-1,0,0,-1,1,-1,0,-1,0,0,0,-1,0,1,1,1,1,1,1,-1
917,Clus 2,G 5,G 1,5,G 2,G 1,G 1,G 1,G 4,G 1,G 3,-1,0,0,0,0,0,1,0,1,0,0,1,-1,1,0,1,0,-1,-1,0,1,0,1,0,-1,-1,0,0,0,-1,-1,-1
918,Clus 4,G 8,G 2,15,G 2,G 2,G 2,G 1,G 1,G 4,G 2,0,0,0,1,0,1,0,1,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,1,0,-1
924,Clus 4,G 7,G 2,30,G 2,G 1,G 1,G 1,G 4,G 10,G 10,1,0,0,1,0,1,0,-1,1,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,1,-1,-1,-1,0,1,1,1,-1,-1
925,Clus 4,G 6,G 2,40,G 2,G 1,G 1,G 1,G 4,G 3,G 3,0,-1,0,1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,-1,0,1,1,0,0,-1
926,Clus 4,G 8,G 1,20,G 2,G 2,G 1,G 1,G 1,G 4,G 6,1,0,0,1,0,1,0,0,0,0,-1,0,-1,1,0,0,-1,0,-1,0,1,0,1,0,-1,-1,0,1,0,0,0,-1
927,Clus 2,G 5,G 2,10,G 2,G 1,G 1,G 1,G 4,G 1,G 4,0,-1,-1,1,-1,1,0,0,1,1,0,-1,-1,0,0,0,0,0,0,1,0,0,1,0,-1,-1,0,0,1,0,0,-1
928,Clus 3,G 8,G 1,10,G 2,G 1,G 2,G 3,G 1,G 3,G 3,0,1,0,1,0,1,0,1,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,1,-1,-1,-1,0,1,0,1,0,0
929,Clus 1,G 8,G 2,20,G 1,G 1,G 2,G 1,G 1,G 8,G 6,-1,0,0,1,-1,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,-1,1,0,0,1,1,-1,0
930,Clus 5,G 6,G 1,15,G 1,G 2,G 1,G 2,G 1,G 3,G 4,0,-1,-1,0,0,0,0,1,0,0,-1,0,-1,0,1,0,1,0,-1,-1,-1,-1,1,0,0,-1,0,1,1,1,1,-1
931,Clus 4,G 8,G 1,15,G 2,G 2,G 2,G 1,G 1,G 5,G 1,1,-1,0,1,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,-1,-1,0,-1,1,0,-1,-1,1,1,1,0,-1,-1
932,Clus 3,G 8,G 1,15,G 1,G 2,G 1,G 2,G 1,G 7,G 3,0,0,-1,0,0,-1,0,1,0,0,-1,0,-1,0,0,-1,0,-1,1,0,-1,-1,0,-1,1,1,1,1,1,0,1,-1
934,Clus 3,G 10,G 2,20,G 2,G 1,G 2,G 1,G 1,G 4,G 7,0,-1,-1,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,1,1,0,0,0,0
935,Clus 1,G 8,G 2,40,G 1,G 1,G 2,G 1,G 3,G 7,G 10,0,0,-1,0,-1,0,0,1,0,0,-1,0,-1,0,0,0,0,0,-1,-1,-1,0,1,0,1,1,0,0,1,1,1,-1
936,Clus 3,G 6,G 1,5,G 1,G 2,G 2,G 1,G 1,G 4,G 6,1,0,0,0,0,-1,0,1,0,1,0,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,1,0,0,0,0,1,0,1,1,-1
938,Clus 4,G 10,G 2,15,G 2,G 1,G 2,G 1,G 2,G 3,G 4,0,-1,-1,0,0,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,-1,1,1,1,0,-1,0
939,Clus 4,G 9,G 2,20,G 2,G 1,G 2,G 1,G 2,G 8,G 3,0,0,0,1,0,0,0,1,0,1,-1,0,-1,1,0,0,1,0,-1,-1,0,0,0,0,-1,-1,1,1,1,1,-1,-1
940,Clus 2,G 10,G 2,5,G 2,G 2,G 2,G 1,G 1,G 9,G 3,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,1,0,-1,1,0,1,0,-1,-1
941,Clus 4,G 8,G 2,20,G 2,G 1,G 2,G 1,G 1,G 3,G 2,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,-1,-1,0,0,0,1,-1,-1,1,1,0,1,-1,-1
943,Clus 3,G 7,G 1,30,G 1,G 1,G 2,G 1,G 4,G 5,G 2,1,0,0,1,-1,-1,1,-1,0,1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,1,0,1,-1
944,Clus 5,G 9,G 2,4,G 2,G 1,G 2,G 1,G 1,G 7,G 2,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,1,-1,1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,1,0,0,-1
945,Clus 5,G 5,G 1,8,G 2,G 1,G 2,G 1,G 1,G 8,G 2,0,-1,-1,0,0,-1,1,0,0,1,0,0,0,0,0,0,1,-1,-1,0,0,0,1,0,-1,-1,1,1,0,1,-1,-1
946,Clus 3,G 10,G 1,20,G 1,G 2,G 2,G 1,G 1,G 3,G 4,-1,-1,0,0,0,0,-1,1,-1,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,1,0,0,-1,0,0,0,0,1,-1
947,Clus 1,G 10,G 2,10,G 1,G 1,G 1,G 1,G 3,G 2,G 1,-1,1,0,0,-1,0,-1,1,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,1
948,Clus 1,G 4,G 2,3,G 1,G 1,G 1,G 1,G 3,G 3,G 3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1
949,Clus 2,G 4,G 2,15,G 2,G 1,G 2,G 1,G 4,G 3,G 3,0,-1,-1,1,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,-1,0,0,1,1,0,-1,-1,0,0,0,0,-1,-1
950,Clus 5,G 8,G 2,15,G 1,G 1,G 2,G 3,G 1,G 10,G 2,-1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,-1,0,1,-1,-1,0,0,0,1,0,-1,0,1,1,1,1,1,-1
951,Clus 4,G 9,G 2,10,G 2,G 2,G 2,G 1,G 1,G 4,G 4,0,0,-1,1,0,0,1,1,0,0,-1,0,0,0,0,0,1,0,-1,0,0,-1,0,1,-1,-1,1,1,0,1,-1,-1
952,Clus 2,G 9,G 1,13,G 2,G 2,G 2,G 1,G 1,G 9,G 5,0,0,-1,1,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,0,0,1,0,-1,-1,0,0,1,1,-1,0
953,Clus 2,G 9,G 2,15,G 2,G 1,G 1,G 1,G 4,G 4,G 3,0,-1,0,1,0,-1,1,0,1,0,-1,0,0,-1,1,0,0,-1,-1,0,0,-1,1,1,0,-1,0,0,1,0,-1,-1
954,Clus 1,G 5,G 2,8,G 1,G 1,G 1,G 1,G 3,G 3,G 1,0,-1,0,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,-1,0,-1,1,1,1,-1
955,Clus 2,G 6,G 2,20,G 2,G 2,G 2,G 1,G 4,G 3,G 5,0,0,0,1,0,-1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,-1,0,-1,1,0,-1,-1
956,Clus 3,G 6,G 1,20,G 1,G 2,G 1,G 2,G 1,G 1,G 5,0,0,0,1,-1,0,1,0,1,1,-1,0,-1,-1,0,0,0,-1,1,0,-1,0,1,-1,0,0,1,0,1,0,0,1
958,Clus 4,G 6,G 2,4,G 2,G 1,G 2,G 1,G 4,G 1,G 2,0,-1,-1,0,-1,0,-1,0,0,-1,0,-1,-1,0,1,0,0,-1,-1,-1,0,0,0,1,0,0,1,0,1,1,0,0
959,Clus 1,G 6,G 2,20,G 2,G 1,G 2,G 1,G 1,G 4,G 16,-1,-1,0,1,1,1,0,-1,0,0,0,0,1,0,0,0,-1,1,-1,1,-1,0,0,0,0,-1,0,1,1,-1,0,-1
961,Clus 4,G 10,G 1,30,G 2,G 1,G 2,G 1,G 3,G 9,G 5,-1,-1,0,0,0,0,0,1,-1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,-1,-1,1,1,0,1,-1,0
962,Clus 4,G 8,G 2,20,G 2,G 1,G 2,G 1,G 2,G 7,G 3,0,-1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,-1,-1,1,1,1,0,-1,-1
963,Clus 1,G 9,G 2,30,G 2,G 2,G 2,G 1,G 1,G 11,G 10,1,-1,-1,-1,0,-1,0,1,1,-1,-1,1,-1,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,1,1,0,-1
964,Clus 4,G 7,G 2,7,G 2,G 1,G 1,G 1,G 1,G 6,G 3,0,-1,-1,0,0,0,0,0,1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,1,-1,1,1,0,1,-1,-1
965,Clus 5,G 8,G 2,20,G 1,G 1,G 2,G 1,G 1,G 8,G 4,0,-1,-1,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,1,0,1,1,-1
966,Clus 1,G 9,G 2,25,G 2,G 2,G 2,G 1,G 1,G 7,G 4,0,0,-1,0,1,0,-1,0,1,-1,-1,0,-1,0,0,-1,-1,-1,0,-1,0,0,1,0,1,0,1,0,0,1,0,-1
967,Clus 3,G 5,G 1,5,G 1,G 1,G 1,G 1,G 1,G 6,G 6,0,0,0,0,0,-1,-1,1,1,0,-1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,1,0,0,1,0,1,1,-1
968,Clus 3,G 5,G 1,5,G 2,G 2,G 2,G 1,G 4,G 7,G 2,0,0,1,0,0,0,-1,1,1,0,0,0,0,-1,0,0,-1,-1,0,-1,0,0,0,0,-1,0,1,1,0,1,0,0
969,Clus 5,G 9,G 2,10,G 2,G 1,G 1,G 1,G 4,G 4,G 4,0,-1,0,1,1,0,0,0,1,0,0,0,-1,-1,-1,0,-1,0,-1,0,0,1,1,0,0,0,0,0,1,1,0,-1
970,Clus 3,G 7,G 1,6,G 1,G 1,G 1,G 3,G 3,G 6,G 4,0,0,-1,1,0,0,-1,1,1,1,-1,0,-1,0,0,-1,-1,-1,0,-1,0,0,0,-1,1,0,0,1,0,1,1,0
971,Clus 1,G 8,G 2,10,G 1,G 1,G 1,G 1,G 2,G 9,G 5,0,-1,-1,0,0,1,0,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,1,0,1,0,-1
972,Clus 1,G 6,G 2,10,G 1,G 1,G 1,G 3,G 1,G 4,G 4,0,1,1,0,0,1,-1,1,0,-1,0,-1,0,-1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1
973,Clus 2,G 8,G 1,20,G 1,G 1,G 1,G 1,G 3,G 10,G 3,1,-1,0,1,0,1,0,0,0,1,1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,1,1,1,1,-1
975,Clus 4,G 7,G 2,15,G 2,G 1,G 2,G 1,G 1,G 11,G 3,0,0,-1,1,1,0,0,1,1,1,0,0,0,0,0,-1,-1,0,-1,0,-1,-1,0,1,-1,-1,1,1,1,0,-1,-1
976,Clus 2,G 8,G 2,19,G 2,G 1,G 2,G 1,G 4,G 4,G 2,0,0,-1,0,0,0,1,-1,1,1,0,0,1,0,0,-1,1,0,0,-1,-1,-1,0,0,0,-1,0,0,0,-1,0,0
977,Clus 4,G 7,G 2,25,G 2,G 1,G 2,G 1,G 1,G 4,G 5,0,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,1,0,1,0,-1
978,Clus 3,G 9,G 2,25,G 2,G 1,G 2,G 1,G 1,G 6,G 4,0,0,0,0,0,1,0,1,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,0,1,0,0,0,0,1,0,1,1,-1
979,Clus 1,G 9,G 2,40,G 1,G 1,G 2,G 1,G 1,G 12,G 6,0,0,-1,0,0,-1,0,1,0,1,0,0,0,0,0,-1,0,0,-1,0,-1,0,1,0,0,1,0,1,1,1,1,-1
980,Clus 2,G 8,G 2,15,G 1,G 1,G 1,G 1,G 4,G 3,G 3,-1,0,-1,1,0,0,0,-1,1,1,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,1,0,1,0
981,Clus 4,G 9,G 2,25,G 2,G 1,G 2,G 1,G 2,G 12,G 17,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-1,0,-1,0,0,-1,1,1,-1,-1,1,0,1,1,-1,-1
982,Clus 4,G 10,G 2,15,G 2,G 2,G 2,G 1,G 4,G 4,G 1,0,-1,-1,0,1,0,0,0,0,1,0,0,0,-1,0,0,-1,-1,-1,0,0,-1,1,0,0,-1,0,0,0,0,0,-1
983,Clus 3,G 10,G 2,12,G 2,G 2,G 2,G 1,G 2,G 7,G 4,0,0,-1,1,0,1,1,1,0,1,0,0,-1,0,0,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,0,1,0,0,0,0
984,Clus 5,G 8,G 2,20,G 2,G 1,G 2,G 1,G 1,G 5,G 4,-1,-1,-1,0,0,0,0,-1,1,1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,0,1,1,0,-1
985,Clus 5,G 8,G 2,15,G 1,G 1,G 1,G 1,G 3,G 1,G 3,-1,0,-1,-1,-1,0,0,-1,1,0,0,-1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,-1,1,0,1,1,1,-1
986,Clus 2,G 8,G 2,20,G 2,G 2,G 2,G 1,G 2,G 1,G 1,0,0,-1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,-1,0,0,0,1,1,0,-1,0,1,1,0,-1,-1
988,Clus 5,G 6,G 2,5,G 2,G 1,G 1,G 1,G 4,G 9,G 8,0,-1,-1,0,0,-1,0,-1,1,1,-1,0,-1,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1
989,Clus 3,G 8,G 1,15,G 1,G 2,G 1,G 2,G 1,G 8,G 5,0,0,-1,0,-1,1,0,1,0,1,-1,0,-1,0,0,0,0,-1,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0
990,Clus 1,G 7,G 1,10,G 1,G 2,G 2,G 3,G 2,G 4,G 2,1,0,-1,1,0,1,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,1,0,-1,0,-1,1,0,1,0
991,Clus 3,G 8,G 2,20,G 1,G 1,G 2,G 1,G 1,G 8,G 3,-1,0,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,-1,0,0,0,-1,1,0,0,0,0,1,1,0,1,0
992,Clus 5,G 9,G 2,20,G 1,G 2,G 2,G 1,G 1,G 3,G 6,1,0,-1,0,0,0,0,1,1,1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,1,0,1,1,1,-1
993,Clus 4,G 9,G 2,20,G 2,G 1,G 1,G 1,G 4,G 12,G 8,0,0,-1,0,1,0,0,0,1,0,-1,0,-1,1,0,-1,-1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,-1,-1
994,Clus 4,G 6,G 2,20,G 2,G 2,G 2,G 1,G 3,G 4,G 3,0,-1,-1,0,-1,0,-1,0,1,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,-1,1,1,1,1,-1,-1
995,Clus 2,G 8,G 2,30,G 2,G 1,G 2,G 1,G 4,G 6,G 6,0,-1,-1,0,1,0,0,-1,1,-1,0,1,-1,0,0,-1,0,1,-1,0,0,1,0,0,-1,-1,0,-1,1,0,0,0
996,Clus 1,G 7,G 2,10,G 2,G 1,G 2,G 1,G 2,G 6,G 3,-1,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,0,0,-1,0,0,1,0,0,-1
997,Clus 1,G 9,G 1,1,G 1,G 2,G 1,G 2,G 1,G 6,G 2,0,0,-1,1,-1,1,0,0,-1,-1,-1,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,1,0,-1,0,1
999,Clus 3,G 8,G 1,10,G 1,G 2,G 1,G 2,G 1,G 6,G 3,0,1,-1,0,0,0,-1,1,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,1,-1,-1,-1,0,1,1,1,1,0
"1,000",Clus 3,G 6,G 1,5,G 1,G 1,G 1,G 1,G 2,G 8,G 3,0,0,0,0,0,0,-1,1,1,0,-1,0,-1,0,0,0,-1,-1,0,0,-1,0,1,0,1,0,0,0,1,1,1,0
"1,001",Clus 3,G 10,G 2,20,G 1,G 2,G 1,G 2,G 1,G 11,G 11,0,0,0,0,0,0,-1,1,-1,0,0,0,-1,0,1,-1,-1,-1,0,0,-1,0,1,0,0,0,0,0,0,1,1,-1
"1,002",Clus 3,G 7,G 1,12,G 2,G 2,G 2,G 1,G 1,G 8,G 2,1,0,-1,0,0,0,-1,1,1,0,0,0,0,0,1,0,-1,-1,0,-1,-1,0,0,0,-1,-1,1,0,1,1,0,-1
"1,003",Clus 3,G 6,G 1,20,G 1,G 2,G 2,G 1,G 1,G 3,G 3,0,-1,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,-1,0,-1,-1,-1,1,0,0,-1,0,1,-1,0,1,0
"1,004",Clus 5,G 8,G 2,8,G 2,G 1,G 2,G 1,G 1,G 7,G 4,-1,-1,0,0,0,0,-1,1,1,1,-1,0,0,0,1,-1,0,0,-1,-1,-1,0,1,0,0,-1,1,1,1,0,0,-1
"1,005",Clus 3,G 8,G 1,10,G 1,G 2,G 1,G 2,G 2,G 2,G 2,0,-1,-1,0,0,0,-1,0,0,0,-1,1,-1,0,0,1,-1,-1,-1,0,0,0,1,0,-1,-1,0,1,1,1,1,0
"1,006",Clus 4,G 8,G 2,30,G 2,G 2,G 2,G 1,G 1,G 6,G 3,0,-1,0,0,0,0,-1,0,1,0,-1,-1,0,0,0,-1,0,0,-1,1,0,0,1,0,-1,-1,1,0,1,1,-1,-1
"1,007",Clus 5,G 10,G 2,25,G 2,G 2,G 2,G 1,G 1,G 12,G 5,0,-1,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,1,0,0,0,-1,0,1,1,1,0,-1
"1,008",Clus 2,G 6,G 1,7,G 2,G 1,G 1,G 1,G 4,G 1,G 3,0,1,-1,0,-1,0,-1,0,1,0,0,0,1,0,1,-1,-1,0,0,0,0,-1,1,-1,-1,-1,1,0,1,1,-1,0
"1,009",Clus 3,G 6,G 1,10,G 1,G 2,G 1,G 1,G 3,G 1,G 2,0,-1,-1,0,0,0,0,1,1,0,-1,0,0,0,1,0,0,-1,0,-1,-1,0,1,0,-1,-1,0,0,1,1,1,0
"1,011",Clus 3,G 6,G 1,10,G 1,G 1,G 1,G 1,G 2,G 13,G 3,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1,-1,0,-1,0,-1,-1,-1,0,0,0,-1,0,0,1,1,1,0
"1,012",Clus 1,G 5,G 2,20,G 1,G 1,G 1,G 1,G 4,G 3,G 2,-1,0,0,0,-1,-1,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,-1,0,-1,0,0,0,1,0,1,0,1,-1
"1,013",Clus 3,G 3,G 1,10,G 1,G 1,G 1,G 1,G 2,G 1,G 3,0,-1,0,0,-1,0,-1,0,1,1,0,0,0,0,0,0,-1,-1,0,0,0,-1,1,-1,1,0,1,0,1,0,0,0
"1,014",Clus 3,G 10,G 2,20,G 2,G 1,G 2,G 1,G 1,G 6,G 3,0,0,-1,-1,0,-1,0,1,1,0,-1,-1,1,0,0,-1,-1,0,0,0,0,0,1,0,0,-1,0,0,1,1,-1,-1
"1,018",Clus 1,G 9,G 2,5,G 1,G 1,G 1,G 1,G 2,G 10,G 6,1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,1,-1,0,-1,0,0,1,1,0,0
"1,019",Clus 3,G 10,G 1,7,G 2,G 2,G 2,G 1,G 1,G 6,G 3,1,0,-1,0,-1,0,-1,1,-1,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,-1,0,1,1,0,1,0,-1
"1,020",Clus 4,G 10,G 2,30,G 2,G 2,G 2,G 1,G 1,G 6,G 5,0,-1,0,0,0,0,-1,1,1,0,0,0,0,0,1,0,-1,-1,-1,0,0,-1,1,0,0,-1,0,0,1,1,0,0
"1,022",Clus 4,G 9,G 2,15,G 2,G 1,G 2,G 1,G 1,G 4,G 2,0,-1,-1,0,0,0,-1,1,-1,-1,0,0,0,-1,1,0,0,1,-1,0,0,0,1,1,0,-1,1,1,-1,1,0,-1
"1,023",Clus 3,G 7,G 1,10,G 1,G 2,G 2,G 1,G 1,G 3,G 1,1,0,0,0,0,0,-1,1,0,1,0,0,0,0,1,-1,-1,-1,0,0,0,-1,-1,1,0,1,0,1,0,1,1,0
"1,025",Clus 2,G 5,G 2,40,G 2,G 1,G 2,G 1,G 4,G 4,G 2,0,0,0,1,-1,-1,1,0,1,0,0,0,0,1,1,-1,1,0,-1,-1,1,0,1,0,-1,0,0,0,1,0,-1,0
"1,026",Clus 4,G 7,G 1,20,G 2,G 1,G 2,G 1,G 1,G 6,G 2,-1,0,-1,0,0,0,-1,0,1,1,-1,0,0,0,1,0,1,0,0,0,0,0,1,0,-1,0,0,1,1,1,-1,0
"1,027",Clus 1,G 6,G 1,13,G 1,G 1,G 1,G 3,G 3,G 4,G 3,0,1,0,1,0,-1,0,-1,0,-1,-1,0,0,0,1,0,0,0,-1,1,0,1,1,0,0,1,0,-1,1,1,1,-1
